variable_codigo,periodo,unidad,nombre,indicador_codigo,indicador,municipio_id,municipio,valor
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,58,TOTALES AREA URBANA,9.862157868
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,34,CHUQUISACA,9.981849391
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,35,LA PAZ,9.869046766
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,36,COCHABAMBA,8.246616941
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,37,ORURO,13.31997601
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,38,POTOSÍ,13.57183205
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,39,TARIJA,15.51920929
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,40,SANTA CRUZ,10.24807361
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,41,BENI,4.720840503
9,2019,[0-100],índice de Inequidad de Género (GII ) modificado,2,Índice modificado de Inequidad de Género,42,PANDO,5.180716741
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,58,TOTALES AREA URBANA,0.660334171
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,34,CHUQUISACA,0.705561986
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,35,LA PAZ,0.658516835
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,36,COCHABAMBA,0.649877486
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,37,ORURO,0.669203322
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,38,POTOSÍ,0.726787341
13,2019,[0-1],Índice de género Masculino,2,Índice modificado de Inequidad de Género,39,TARIJA,0.745364157
